Timestamp,Flow_Rate_LPM,Avg_Pressure_PSI,Occupancy_Status
2026-10-05 00:00:00,14.2,50.1,Class_Hours
2026-10-05 01:00:00,14.3,50.0,Class_Hours
2026-10-05 02:00:00,14.1,49.9,Class_Hours
2026-10-05 03:00:00,14.0,50.0,Class_Hours
2026-10-05 04:00:00,14.2,50.2,Class_Hours
2026-10-05 05:00:00,14.4,50.1,Class_Hours
2026-10-05 06:00:00,14.6,50.0,Class_Hours
2026-10-05 07:00:00,14.8,49.9,Class_Hours
2026-10-05 08:00:00,15.0,50.2,Class_Hours
2026-10-05 09:00:00,15.2,50.0,Class_Hours
2026-10-05 10:00:00,15.1,50.1,Class_Hours
2026-10-05 11:00:00,15.0,50.0,Class_Hours
2026-10-05 12:00:00,32.5,39.5,Class_Hours
2026-10-05 13:00:00,33.0,38.8,Class_Hours
2026-10-05 14:00:00,31.2,37.9,Class_Hours
2026-10-05 15:00:00,15.0,49.8,Class_Hours
2026-10-05 16:00:00,15.1,50.0,Class_Hours
2026-10-05 17:00:00,14.9,50.1,Class_Hours
2026-10-05 18:00:00,14.6,50.0,Class_Hours
2026-10-05 19:00:00,14.4,49.9,Class_Hours
2026-10-05 20:00:00,14.3,50.0,Class_Hours
2026-10-05 21:00:00,14.2,49.8,Class_Hours
2026-10-05 22:00:00,14.1,50.1,Class_Hours
2026-10-05 23:00:00,14.0,50.0,Class_Hours
